#,"Date Time, GMT-06:00","Full Range, μS/cm (LGR S/N: 10778333, SEN S/N: 10778333)","Temp, °C (LGR S/N: 10778333, SEN S/N: 10778333)",Coupler Detached (LGR S/N: 10778333),Coupler Attached (LGR S/N: 10778333),Host Connected (LGR S/N: 10778333),End Of File (LGR S/N: 10778333)
5061,5/16/22 0:50,16.4,0.84,,,,
5062,5/16/22 1:00,16.8,0.85,,,,
5063,5/16/22 1:10,16.8,0.84,,,,
5064,5/16/22 1:20,16.8,0.85,,,,
5065,5/16/22 1:30,16.8,0.84,,,,
5066,5/16/22 1:40,16.8,0.84,,,,
5067,5/16/22 1:50,16.4,0.84,,,,
5068,5/16/22 2:00,16.8,0.83,,,,
5069,5/16/22 2:10,16.4,0.84,,,,
5070,5/16/22 2:20,16.8,0.83,,,,
5071,5/16/22 2:30,16.8,0.83,,,,
5072,5/16/22 2:40,16.8,0.83,,,,
5073,5/16/22 2:50,16.8,0.83,,,,
5074,5/16/22 3:00,16.8,0.81,,,,
5075,5/16/22 3:10,16.8,0.81,,,,
5076,5/16/22 3:20,16.4,0.83,,,,
5077,5/16/22 3:30,16.4,0.8,,,,
5078,5/16/22 3:40,16.8,0.81,,,,
5079,5/16/22 3:50,16.4,0.8,,,,
5080,5/16/22 4:00,16.8,0.81,,,,
5081,5/16/22 4:10,16.4,0.8,,,,
5082,5/16/22 4:20,16.8,0.8,,,,
5083,5/16/22 4:30,16.4,0.8,,,,
5084,5/16/22 4:40,16.8,0.8,,,,
5085,5/16/22 4:50,16.8,0.79,,,,
5086,5/16/22 5:00,16.4,0.8,,,,
5087,5/16/22 5:10,16.4,0.8,,,,
5088,5/16/22 5:20,16.8,0.79,,,,
5089,5/16/22 5:30,16.4,0.79,,,,
5090,5/16/22 5:40,16.4,0.79,,,,
5091,5/16/22 5:50,16.4,0.79,,,,
5092,5/16/22 6:00,16.4,0.79,,,,
5093,5/16/22 6:10,16.4,0.79,,,,
5094,5/16/22 6:20,16.8,0.79,,,,
5095,5/16/22 6:30,16.4,0.8,,,,
5096,5/16/22 6:40,16.4,0.8,,,,
5097,5/16/22 6:50,16.8,0.8,,,,
5098,5/16/22 7:00,16.8,0.8,,,,
5099,5/16/22 7:10,16.8,0.81,,,,
5100,5/16/22 7:20,16.4,0.8,,,,
5101,5/16/22 7:30,16.8,0.8,,,,
5102,5/16/22 7:40,16.4,0.81,,,,
5103,5/16/22 7:50,16.8,0.83,,,,
5104,5/16/22 8:00,16.8,0.84,,,,
5105,5/16/22 8:10,16.8,0.84,,,,
5106,5/16/22 8:20,16.8,0.87,,,,
5107,5/16/22 8:30,16.8,0.88,,,,
5108,5/16/22 8:40,16.8,0.9,,,,
5109,5/16/22 8:50,16.4,0.94,,,,
5110,5/16/22 9:00,16.8,0.97,,,,
5111,5/16/22 9:10,16.8,0.98,,,,
5112,5/16/22 9:20,16.8,1.02,,,,
5113,5/16/22 9:30,16.8,1.06,,,,
5114,5/16/22 9:40,16.8,1.13,,,,
5115,5/16/22 9:50,16.8,1.2,,,,
5116,5/16/22 10:00,16.8,1.29,,,,
5117,5/16/22 10:10,16.8,1.36,,,,
5118,5/16/22 10:20,16.8,1.4,,,,
5119,5/16/22 10:30,16.8,1.46,,,,
5120,5/16/22 10:40,16.8,1.54,,,,
5121,5/16/22 10:50,16.8,1.59,,,,
5122,5/16/22 11:00,16.8,1.63,,,,
5123,5/16/22 11:10,17.1,1.68,,,,
5124,5/16/22 11:20,16.8,1.72,,,,
5125,5/16/22 11:30,17.1,1.72,,,,
5126,5/16/22 11:40,17.1,1.75,,,,
5127,5/16/22 11:50,16.8,1.75,,,,
5128,5/16/22 12:00,16.8,1.72,,,,
5129,5/16/22 12:10,16.8,1.7,,,,
5130,5/16/22 12:20,17.1,1.64,,,,
5131,5/16/22 12:30,16.8,1.64,,,,
5132,5/16/22 12:40,16.8,1.61,,,,
5133,5/16/22 12:50,16.8,1.59,,,,
5134,5/16/22 12:54,,,,Logged,Logged,
5135,5/16/22 12:55,,,Logged,,,
5136,5/16/22 13:00,16.8,1.53,,,,
5137,5/16/22 13:10,16.8,1.51,,,,
5138,5/16/22 13:20,16.8,1.53,,,,
5139,5/16/22 13:30,16.8,1.51,,,,
5140,5/16/22 13:40,16.8,1.57,,,,
5141,5/16/22 13:50,16.8,1.66,,,,
5142,5/16/22 14:00,17.1,1.74,,,,
5143,5/16/22 14:10,16.8,1.74,,,,
5144,5/16/22 14:20,17.1,1.77,,,,
5145,5/16/22 14:30,16.8,1.75,,,,
5146,5/16/22 14:40,17.1,1.75,,,,
5147,5/16/22 14:50,16.8,1.7,,,,
5148,5/16/22 15:00,16.8,1.7,,,,
5149,5/16/22 15:10,16.8,1.72,,,,
5150,5/16/22 15:20,16.8,1.71,,,,
5151,5/16/22 15:30,16.8,1.67,,,,
5152,5/16/22 15:40,16.8,1.66,,,,
5153,5/16/22 15:50,16.8,1.63,,,,
5154,5/16/22 16:00,16.8,1.59,,,,
5155,5/16/22 16:10,16.8,1.58,,,,
5156,5/16/22 16:20,16.8,1.58,,,,
5157,5/16/22 16:30,16.8,1.57,,,,
5158,5/16/22 16:40,16.8,1.58,,,,
5159,5/16/22 16:50,16.8,1.55,,,,
5160,5/16/22 17:00,16.8,1.54,,,,
5161,5/16/22 17:10,16.8,1.51,,,,
5162,5/16/22 17:20,16.8,1.51,,,,
5163,5/16/22 17:30,16.8,1.51,,,,
5164,5/16/22 17:40,16.8,1.51,,,,
5165,5/16/22 17:50,16.8,1.53,,,,
5166,5/16/22 18:00,16.8,1.5,,,,
5167,5/16/22 18:10,16.8,1.49,,,,
5168,5/16/22 18:20,16.8,1.49,,,,
5169,5/16/22 18:30,16.8,1.46,,,,
5170,5/16/22 18:40,16.8,1.45,,,,
5171,5/16/22 18:50,16.8,1.42,,,,
5172,5/16/22 19:00,16.8,1.41,,,,
5173,5/16/22 19:10,16.8,1.38,,,,
5174,5/16/22 19:20,16.8,1.36,,,,
5175,5/16/22 19:30,16.8,1.35,,,,
5176,5/16/22 19:40,16.8,1.32,,,,
5177,5/16/22 19:50,16.8,1.31,,,,
5178,5/16/22 20:00,16.4,1.27,,,,
5179,5/16/22 20:10,16.4,1.25,,,,
5180,5/16/22 20:20,16.8,1.23,,,,
5181,5/16/22 20:30,16.4,1.2,,,,
5182,5/16/22 20:40,16.8,1.2,,,,
5183,5/16/22 20:50,16.8,1.19,,,,
5184,5/16/22 21:00,16.4,1.18,,,,
5185,5/16/22 21:10,16.4,1.16,,,,
5186,5/16/22 21:20,16.8,1.14,,,,
5187,5/16/22 21:30,16.8,1.14,,,,
5188,5/16/22 21:40,16.8,1.14,,,,
5189,5/16/22 21:50,16.4,1.11,,,,
5190,5/16/22 22:00,16.8,1.11,,,,
5191,5/16/22 22:10,16.8,1.1,,,,
5192,5/16/22 22:20,16.4,1.1,,,,
5193,5/16/22 22:30,16.8,1.09,,,,
5194,5/16/22 22:40,16.4,1.07,,,,
5195,5/16/22 22:50,16.8,1.06,,,,
5196,5/16/22 23:00,16.4,1.06,,,,
5197,5/16/22 23:10,16.8,1.05,,,,
5198,5/16/22 23:20,16.8,1.06,,,,
5199,5/16/22 23:30,16.4,1.05,,,,
5200,5/16/22 23:40,16.8,1.05,,,,
5201,5/16/22 23:50,16.4,1.05,,,,
5202,5/17/22 0:00,16.4,1.05,,,,
5203,5/17/22 0:10,16.4,1.03,,,,
5204,5/17/22 0:20,16.8,1.03,,,,
5205,5/17/22 0:30,16.4,1.03,,,,
5206,5/17/22 0:40,16.4,1.03,,,,
5207,5/17/22 0:50,16.4,1.02,,,,
5208,5/17/22 1:00,16.4,1.02,,,,
5209,5/17/22 1:10,16.8,1.01,,,,
5210,5/17/22 1:20,16.8,1.01,,,,
5211,5/17/22 1:30,16.8,1.01,,,,
5212,5/17/22 1:40,16.8,1.01,,,,
5213,5/17/22 1:50,16.8,1,,,,
5214,5/17/22 2:00,16.4,1,,,,
5215,5/17/22 2:10,16.8,1,,,,
5216,5/17/22 2:20,16.4,0.98,,,,
5217,5/17/22 2:30,16.4,0.98,,,,
5218,5/17/22 2:40,16.8,0.98,,,,
5219,5/17/22 2:50,16.4,0.98,,,,
5220,5/17/22 3:00,16.4,0.98,,,,
5221,5/17/22 3:10,16.4,0.97,,,,
5222,5/17/22 3:20,16.4,0.98,,,,
5223,5/17/22 3:30,16.8,0.98,,,,
5224,5/17/22 3:40,16.4,0.97,,,,
5225,5/17/22 3:50,16.4,0.97,,,,
5226,5/17/22 4:00,16.4,0.98,,,,
5227,5/17/22 4:10,16.8,0.98,,,,
5228,5/17/22 4:20,16.4,0.98,,,,
5229,5/17/22 4:30,16.8,0.97,,,,
5230,5/17/22 4:40,16.8,0.97,,,,
5231,5/17/22 4:50,16.8,0.97,,,,
5232,5/17/22 5:00,16.8,0.97,,,,
5233,5/17/22 5:10,16.4,0.97,,,,
5234,5/17/22 5:20,16.4,0.97,,,,
5235,5/17/22 5:30,16.4,0.97,,,,
5236,5/17/22 5:40,16.4,0.97,,,,
5237,5/17/22 5:50,16.8,0.97,,,,
5238,5/17/22 6:00,16.8,0.97,,,,
5239,5/17/22 6:10,16.4,0.97,,,,
5240,5/17/22 6:20,16.8,0.97,,,,
5241,5/17/22 6:30,16.4,0.97,,,,
5242,5/17/22 6:40,16.8,0.97,,,,
5243,5/17/22 6:50,16.4,0.97,,,,
5244,5/17/22 7:00,16.8,0.97,,,,
5245,5/17/22 7:10,16.4,0.98,,,,
5246,5/17/22 7:20,16.4,0.98,,,,
5247,5/17/22 7:30,16.4,1,,,,
5248,5/17/22 7:40,16.8,1,,,,
5249,5/17/22 7:50,16.8,1.01,,,,
5250,5/17/22 8:00,16.8,1.02,,,,
5251,5/17/22 8:10,16.8,1.03,,,,
5252,5/17/22 8:20,16.8,1.03,,,,
5253,5/17/22 8:30,16.8,1.05,,,,
5254,5/17/22 8:40,16.8,1.06,,,,
5255,5/17/22 8:50,16.8,1.09,,,,
5256,5/17/22 9:00,16.8,1.11,,,,
5257,5/17/22 9:10,16.8,1.14,,,,
5258,5/17/22 9:20,16.8,1.16,,,,
5259,5/17/22 9:30,16.8,1.19,,,,
5260,5/17/22 9:40,16.8,1.28,,,,
5261,5/17/22 9:50,16.8,1.36,,,,
5262,5/17/22 10:00,16.8,1.42,,,,
5263,5/17/22 10:10,16.8,1.49,,,,
5264,5/17/22 10:20,16.8,1.57,,,,
5265,5/17/22 10:30,16.8,1.58,,,,
5266,5/17/22 10:40,17.1,1.67,,,,
5267,5/17/22 10:50,17.1,1.71,,,,
5268,5/17/22 11:00,16.8,1.76,,,,
5269,5/17/22 11:10,17.1,1.8,,,,
5270,5/17/22 11:20,17.1,1.8,,,,
5271,5/17/22 11:30,17.1,1.84,,,,
5272,5/17/22 11:40,17.1,1.83,,,,
5273,5/17/22 11:50,17.1,1.87,,,,
5274,5/17/22 12:00,17.1,1.92,,,,
5275,5/17/22 12:10,17.1,1.98,,,,
5276,5/17/22 12:20,17.1,2.02,,,,
5277,5/17/22 12:30,17.1,2.05,,,,
5278,5/17/22 12:40,16.7,2.1,,,,
5279,5/17/22 12:50,17.1,2.03,,,,
5280,5/17/22 13:00,17.1,1.96,,,,
5281,5/17/22 13:10,17.1,1.96,,,,
5282,5/17/22 13:20,17.1,1.92,,,,
5283,5/17/22 13:30,17.1,1.88,,,,
5284,5/17/22 13:40,17.1,1.85,,,,
5285,5/17/22 13:50,17.1,1.85,,,,
5286,5/17/22 14:00,17.1,1.83,,,,
5287,5/17/22 14:10,17.1,1.89,,,,
5288,5/17/22 14:20,17.1,1.94,,,,
5289,5/17/22 14:30,17.1,1.96,,,,
5290,5/17/22 14:40,17.1,1.89,,,,
5291,5/17/22 14:50,17.1,1.83,,,,
5292,5/17/22 15:00,17.1,1.85,,,,
5293,5/17/22 15:10,17.1,1.93,,,,
5294,5/17/22 15:20,17.1,1.88,,,,
5295,5/17/22 15:30,17.1,1.89,,,,
5296,5/17/22 15:40,17.1,1.87,,,,
5297,5/17/22 15:50,16.7,1.83,,,,
5298,5/17/22 16:00,17.1,1.81,,,,
5299,5/17/22 16:10,16.8,1.79,,,,
5300,5/17/22 16:20,16.8,1.8,,,,
5301,5/17/22 16:30,17.1,1.75,,,,
5302,5/17/22 16:40,16.8,1.75,,,,
5303,5/17/22 16:50,17.1,1.75,,,,
5304,5/17/22 17:00,16.8,1.74,,,,
5305,5/17/22 17:10,16.8,1.74,,,,
5306,5/17/22 17:20,16.8,1.71,,,,
5307,5/17/22 17:30,17.1,1.71,,,,
5308,5/17/22 17:40,17.1,1.7,,,,
5309,5/17/22 17:50,17.1,1.67,,,,
5310,5/17/22 18:00,16.8,1.66,,,,
5311,5/17/22 18:10,16.8,1.64,,,,
5312,5/17/22 18:20,17.1,1.64,,,,
5313,5/17/22 18:30,16.8,1.63,,,,
5314,5/17/22 18:40,17.1,1.61,,,,
5315,5/17/22 18:50,16.8,1.59,,,,
5316,5/17/22 19:00,17.1,1.58,,,,
5317,5/17/22 19:10,16.8,1.57,,,,
5318,5/17/22 19:20,16.8,1.58,,,,
5319,5/17/22 19:30,16.8,1.57,,,,
5320,5/17/22 19:40,17.1,1.55,,,,
5321,5/17/22 19:50,16.8,1.53,,,,
5322,5/17/22 20:00,16.8,1.51,,,,
5323,5/17/22 20:10,16.8,1.49,,,,
5324,5/17/22 20:20,16.8,1.49,,,,
5325,5/17/22 20:30,16.8,1.49,,,,
5326,5/17/22 20:40,16.8,1.46,,,,
5327,5/17/22 20:50,16.8,1.45,,,,
5328,5/17/22 21:00,16.8,1.44,,,,
5329,5/17/22 21:10,16.8,1.41,,,,
5330,5/17/22 21:20,16.8,1.41,,,,
5331,5/17/22 21:30,16.8,1.4,,,,
5332,5/17/22 21:40,16.8,1.37,,,,
5333,5/17/22 21:50,16.8,1.36,,,,
5334,5/17/22 22:00,16.8,1.37,,,,
5335,5/17/22 22:10,16.8,1.36,,,,
5336,5/17/22 22:20,16.8,1.36,,,,
5337,5/17/22 22:30,16.8,1.37,,,,
5338,5/17/22 22:40,16.8,1.36,,,,
5339,5/17/22 22:50,16.8,1.36,,,,
5340,5/17/22 23:00,16.8,1.35,,,,
5341,5/17/22 23:10,16.8,1.33,,,,
5342,5/17/22 23:20,16.8,1.32,,,,
5343,5/17/22 23:30,16.8,1.31,,,,
5344,5/17/22 23:40,16.8,1.29,,,,
5345,5/17/22 23:50,16.8,1.29,,,,
5346,5/18/22 0:00,16.8,1.28,,,,
5347,5/18/22 0:10,16.8,1.27,,,,
5348,5/18/22 0:20,16.8,1.24,,,,
5349,5/18/22 0:30,16.8,1.24,,,,
5350,5/18/22 0:40,16.8,1.23,,,,
5351,5/18/22 0:50,16.8,1.22,,,,
5352,5/18/22 1:00,16.8,1.22,,,,
5353,5/18/22 1:10,16.8,1.22,,,,
5354,5/18/22 1:20,16.8,1.2,,,,
5355,5/18/22 1:30,16.8,1.19,,,,
5356,5/18/22 1:40,16.8,1.19,,,,
5357,5/18/22 1:50,16.8,1.18,,,,
5358,5/18/22 2:00,16.8,1.18,,,,
5359,5/18/22 2:10,16.8,1.16,,,,
5360,5/18/22 2:20,16.8,1.16,,,,
5361,5/18/22 2:30,16.8,1.16,,,,
5362,5/18/22 2:40,16.8,1.15,,,,
5363,5/18/22 2:50,16.8,1.15,,,,
5364,5/18/22 3:00,16.8,1.15,,,,
5365,5/18/22 3:10,16.8,1.15,,,,
5366,5/18/22 3:20,16.8,1.15,,,,
5367,5/18/22 3:30,16.4,1.16,,,,
5368,5/18/22 3:40,17.1,1.16,,,,
5369,5/18/22 3:50,16.8,1.16,,,,
5370,5/18/22 4:00,16.8,1.16,,,,
5371,5/18/22 4:10,16.8,1.16,,,,
5372,5/18/22 4:20,16.8,1.16,,,,
5373,5/18/22 4:30,16.8,1.16,,,,
5374,5/18/22 4:40,17.1,1.16,,,,
5375,5/18/22 4:50,16.8,1.15,,,,
5376,5/18/22 5:00,16.8,1.15,,,,
5377,5/18/22 5:10,16.8,1.15,,,,
5378,5/18/22 5:20,16.8,1.14,,,,
5379,5/18/22 5:30,16.8,1.14,,,,
5380,5/18/22 5:40,16.8,1.14,,,,
5381,5/18/22 5:50,16.8,1.14,,,,
5382,5/18/22 6:00,16.8,1.13,,,,
5383,5/18/22 6:10,16.8,1.13,,,,
5384,5/18/22 6:20,16.8,1.13,,,,
5385,5/18/22 6:30,16.8,1.13,,,,
5386,5/18/22 6:40,17.1,1.13,,,,
5387,5/18/22 6:50,16.8,1.13,,,,
5388,5/18/22 7:00,16.8,1.13,,,,
5389,5/18/22 7:10,16.8,1.13,,,,
5390,5/18/22 7:20,16.8,1.14,,,,
5391,5/18/22 7:30,16.8,1.14,,,,
5392,5/18/22 7:40,17.1,1.15,,,,
5393,5/18/22 7:50,16.8,1.16,,,,
5394,5/18/22 8:00,17.1,1.16,,,,
5395,5/18/22 8:10,16.8,1.19,,,,
5396,5/18/22 8:20,16.8,1.2,,,,
5397,5/18/22 8:30,16.8,1.22,,,,
5398,5/18/22 8:40,16.8,1.23,,,,
5399,5/18/22 8:50,16.8,1.25,,,,
5400,5/18/22 9:00,16.8,1.28,,,,
5401,5/18/22 9:10,17.1,1.31,,,,
5402,5/18/22 9:20,17.1,1.33,,,,
5403,5/18/22 9:30,17.1,1.37,,,,
5404,5/18/22 9:40,17.1,1.46,,,,
5405,5/18/22 9:50,17.1,1.54,,,,
5406,5/18/22 10:00,17.1,1.55,,,,
5407,5/18/22 10:10,17.1,1.64,,,,
5408,5/18/22 10:20,17.1,1.7,,,,
5409,5/18/22 10:30,17.5,1.77,,,,
5410,5/18/22 10:40,17.1,1.83,,,,
5411,5/18/22 10:50,17.5,1.87,,,,
5412,5/18/22 11:00,17.5,1.96,,,,
5413,5/18/22 11:10,17.5,1.97,,,,
5414,5/18/22 11:20,17.5,1.98,,,,
5415,5/18/22 11:30,17.5,2.02,,,,
5416,5/18/22 11:40,17.5,2.06,,,,
5417,5/18/22 11:50,17.5,2.05,,,,
5418,5/18/22 12:00,17.5,2.13,,,,
5419,5/18/22 12:10,17.5,2.06,,,,
5420,5/18/22 12:20,17.5,2.06,,,,
5421,5/18/22 12:30,17.5,2.13,,,,
5422,5/18/22 12:40,17.9,2.11,,,,
5423,5/18/22 12:50,17.5,2.11,,,,
5424,5/18/22 13:00,17.5,2.09,,,,
5425,5/18/22 13:10,17.5,2.15,,,,
5426,5/18/22 13:20,17.5,2.16,,,,
5427,5/18/22 13:30,17.5,2.24,,,,
5428,5/18/22 13:40,17.9,2.23,,,,
5429,5/18/22 13:50,17.5,2.27,,,,
5430,5/18/22 14:00,17.5,2.31,,,,
5431,5/18/22 14:10,17.5,2.24,,,,
5432,5/18/22 14:20,17.5,2.26,,,,
5433,5/18/22 14:30,17.5,2.23,,,,
5434,5/18/22 14:40,17.5,2.18,,,,
5435,5/18/22 14:50,17.5,2.18,,,,
5436,5/18/22 15:00,17.5,2.19,,,,
5437,5/18/22 15:10,17.5,2.19,,,,
5438,5/18/22 15:20,17.5,2.19,,,,
5439,5/18/22 15:30,17.5,2.18,,,,
5440,5/18/22 15:40,17.5,2.15,,,,
5441,5/18/22 15:50,17.5,2.07,,,,
5442,5/18/22 16:00,17.1,2.02,,,,
5443,5/18/22 16:10,17.5,2.05,,,,
5444,5/18/22 16:20,17.5,1.97,,,,
5445,5/18/22 16:30,17.1,2.01,,,,
5446,5/18/22 16:40,17.1,1.98,,,,
5447,5/18/22 16:50,17.5,1.97,,,,
5448,5/18/22 17:00,17.5,1.9,,,,
5449,5/18/22 17:10,17.5,1.93,,,,
5450,5/18/22 17:20,17.5,1.92,,,,
5451,5/18/22 17:30,17.1,1.9,,,,
5452,5/18/22 17:40,17.1,1.9,,,,
5453,5/18/22 17:50,17.5,1.88,,,,
5454,5/18/22 18:00,17.5,1.89,,,,
5455,5/18/22 18:10,17.1,1.87,,,,
5456,5/18/22 18:20,17.1,1.85,,,,
5457,5/18/22 18:30,17.5,1.84,,,,
5458,5/18/22 18:40,16.8,1.81,,,,
5459,5/18/22 18:50,17.1,1.8,,,,
5460,5/18/22 19:00,17.5,1.77,,,,
5461,5/18/22 19:10,17.1,1.76,,,,
5462,5/18/22 19:20,17.5,1.74,,,,
5463,5/18/22 19:30,17.1,1.71,,,,
5464,5/18/22 19:40,17.1,1.7,,,,
5465,5/18/22 19:50,17.1,1.68,,,,
5466,5/18/22 20:00,17.1,1.66,,,,
5467,5/18/22 20:10,17.1,1.63,,,,
5468,5/18/22 20:20,17.1,1.61,,,,
5469,5/18/22 20:30,17.1,1.58,,,,
5470,5/18/22 20:40,17.1,1.57,,,,
5471,5/18/22 20:50,17.1,1.54,,,,
5472,5/18/22 21:00,17.1,1.53,,,,
5473,5/18/22 21:10,16.8,1.53,,,,
5474,5/18/22 21:20,17.1,1.51,,,,
5475,5/18/22 21:30,17.1,1.48,,,,
5476,5/18/22 21:40,17.1,1.48,,,,
5477,5/18/22 21:50,17.1,1.46,,,,
5478,5/18/22 22:00,17.1,1.45,,,,
5479,5/18/22 22:10,17.1,1.45,,,,
5480,5/18/22 22:20,17.1,1.44,,,,
5481,5/18/22 22:30,17.1,1.42,,,,
5482,5/18/22 22:40,17.1,1.41,,,,
5483,5/18/22 22:50,17.1,1.41,,,,
5484,5/18/22 23:00,17.1,1.41,,,,
5485,5/18/22 23:10,17.5,1.4,,,,
5486,5/18/22 23:20,17.1,1.41,,,,
5487,5/18/22 23:30,17.1,1.4,,,,
5488,5/18/22 23:40,17.1,1.4,,,,
5489,5/18/22 23:50,16.8,1.38,,,,
5490,5/19/22 0:00,17.5,1.38,,,,
5491,5/19/22 0:10,17.1,1.38,,,,
5492,5/19/22 0:20,17.1,1.37,,,,
5493,5/19/22 0:30,17.1,1.36,,,,
5494,5/19/22 0:40,17.1,1.37,,,,
5495,5/19/22 0:50,17.1,1.36,,,,
5496,5/19/22 1:00,17.1,1.36,,,,
5497,5/19/22 1:10,16.8,1.36,,,,
5498,5/19/22 1:20,17.1,1.36,,,,
5499,5/19/22 1:30,16.8,1.36,,,,
5500,5/19/22 1:40,17.1,1.36,,,,
5501,5/19/22 1:50,17.5,1.36,,,,
5502,5/19/22 2:00,17.1,1.35,,,,
5503,5/19/22 2:10,17.1,1.36,,,,
5504,5/19/22 2:20,17.5,1.36,,,,
5505,5/19/22 2:30,17.5,1.36,,,,
5506,5/19/22 2:40,17.5,1.37,,,,
5507,5/19/22 2:50,17.5,1.37,,,,
5508,5/19/22 3:00,17.1,1.37,,,,
5509,5/19/22 3:10,17.5,1.36,,,,
5510,5/19/22 3:20,17.5,1.36,,,,
5511,5/19/22 3:30,17.5,1.36,,,,
5512,5/19/22 3:40,17.5,1.36,,,,
5513,5/19/22 3:50,17.5,1.35,,,,
5514,5/19/22 4:00,17.5,1.35,,,,
5515,5/19/22 4:10,17.5,1.35,,,,
5516,5/19/22 4:20,17.5,1.33,,,,
5517,5/19/22 4:30,17.1,1.35,,,,
5518,5/19/22 4:40,17.1,1.33,,,,
5519,5/19/22 4:50,17.1,1.35,,,,
5520,5/19/22 5:00,17.5,1.33,,,,
5521,5/19/22 5:10,17.1,1.33,,,,
5522,5/19/22 5:20,17.1,1.32,,,,
5523,5/19/22 5:30,17.5,1.33,,,,
5524,5/19/22 5:40,17.1,1.32,,,,
5525,5/19/22 5:50,17.5,1.32,,,,
5526,5/19/22 6:00,17.1,1.32,,,,
5527,5/19/22 6:10,17.5,1.32,,,,
5528,5/19/22 6:20,17.1,1.33,,,,
5529,5/19/22 6:30,17.5,1.33,,,,
5530,5/19/22 6:40,17.1,1.35,,,,
5531,5/19/22 6:50,17.5,1.36,,,,
5532,5/19/22 7:00,17.5,1.38,,,,
5533,5/19/22 7:10,17.5,1.4,,,,
5534,5/19/22 7:20,17.5,1.41,,,,
5535,5/19/22 7:30,17.1,1.41,,,,
5536,5/19/22 7:40,17.5,1.41,,,,
5537,5/19/22 7:50,17.5,1.41,,,,
5538,5/19/22 8:00,17.5,1.42,,,,
5539,5/19/22 8:10,17.5,1.45,,,,
5540,5/19/22 8:20,17.5,1.5,,,,
5541,5/19/22 8:30,17.5,1.53,,,,
5542,5/19/22 8:40,17.5,1.57,,,,
5543,5/19/22 8:50,17.5,1.61,,,,
5544,5/19/22 9:00,17.5,1.62,,,,
5545,5/19/22 9:10,17.9,1.68,,,,
5546,5/19/22 9:20,17.9,1.7,,,,
5547,5/19/22 9:30,17.9,1.76,,,,
5548,5/19/22 9:40,17.9,1.85,,,,
5549,5/19/22 9:50,17.9,1.9,,,,
5550,5/19/22 10:00,17.9,1.98,,,,
5551,5/19/22 10:10,17.9,2.07,,,,
5552,5/19/22 10:20,17.9,2.13,,,,
5553,5/19/22 10:30,17.9,2.2,,,,
5554,5/19/22 10:40,17.9,2.27,,,,
5555,5/19/22 10:50,17.9,2.29,,,,
5556,5/19/22 11:00,17.9,2.37,,,,
5557,5/19/22 11:10,17.9,2.37,,,,
5558,5/19/22 11:20,17.9,2.4,,,,
5559,5/19/22 11:30,17.9,2.5,,,,
5560,5/19/22 11:40,18.3,2.57,,,,
5561,5/19/22 11:50,17.9,2.62,,,,
5562,5/19/22 12:00,18.3,2.71,,,,
5563,5/19/22 12:10,17.9,2.76,,,,
5564,5/19/22 12:20,17.9,2.76,,,,
5565,5/19/22 12:30,18.3,2.81,,,,
5566,5/19/22 12:40,18.3,2.8,,,,
5567,5/19/22 12:50,17.9,2.81,,,,
5568,5/19/22 13:00,17.9,2.77,,,,
5569,5/19/22 13:10,18.3,2.81,,,,
5570,5/19/22 13:20,18.3,2.83,,,,
5571,5/19/22 13:30,18.3,2.83,,,,
5572,5/19/22 13:40,18.3,2.71,,,,
5573,5/19/22 13:50,17.9,2.61,,,,
5574,5/19/22 14:00,18.3,2.64,,,,
5575,5/19/22 14:10,18.3,2.58,,,,
5576,5/19/22 14:20,17.9,2.59,,,,
5577,5/19/22 14:30,18.3,2.5,,,,
5578,5/19/22 14:40,18.3,2.46,,,,
5579,5/19/22 14:50,17.9,2.58,,,,
5580,5/19/22 15:00,17.9,2.53,,,,
5581,5/19/22 15:10,17.9,2.58,,,,
5582,5/19/22 15:20,18.3,2.61,,,,
5583,5/19/22 15:30,17.9,2.57,,,,
5584,5/19/22 15:40,18.3,2.57,,,,
5585,5/19/22 15:50,18.3,2.48,,,,
5586,5/19/22 16:00,18.3,2.45,,,,
5587,5/19/22 16:10,18.3,2.44,,,,
5588,5/19/22 16:20,18.3,2.44,,,,
5589,5/19/22 16:30,17.9,2.39,,,,
5590,5/19/22 16:40,18.3,2.41,,,,
5591,5/19/22 16:50,18.3,2.33,,,,
5592,5/19/22 17:00,18.3,2.29,,,,
5593,5/19/22 17:10,18.3,2.36,,,,
5594,5/19/22 17:20,18.3,2.31,,,,
5595,5/19/22 17:30,18.3,2.32,,,,
5596,5/19/22 17:40,18.3,2.27,,,,
5597,5/19/22 17:50,18.3,2.24,,,,
5598,5/19/22 18:00,17.9,2.27,,,,
5599,5/19/22 18:10,17.9,2.23,,,,
5600,5/19/22 18:20,18.3,2.26,,,,
5601,5/19/22 18:30,18.3,2.26,,,,
5602,5/19/22 18:40,18.3,2.23,,,,
5603,5/19/22 18:50,17.9,2.24,,,,
5604,5/19/22 19:00,18.3,2.19,,,,
5605,5/19/22 19:10,18.3,2.16,,,,
5606,5/19/22 19:20,17.9,2.15,,,,
5607,5/19/22 19:30,18.3,2.16,,,,
5608,5/19/22 19:40,17.9,2.11,,,,
5609,5/19/22 19:50,17.9,2.09,,,,
5610,5/19/22 20:00,17.9,2.1,,,,
5611,5/19/22 20:10,17.9,2.05,,,,
5612,5/19/22 20:20,17.9,2.03,,,,
5613,5/19/22 20:30,17.9,2.03,,,,
5614,5/19/22 20:40,17.9,2,,,,
